;Présentation;Site web;Téléphone;Secteur;Taille de l’entreprise;Siège social;Fondée en;Spécialisations;Name;Url;Image
301;"By excelling at everything that we do, we inspire our customers, suppliers and employees to achieve excellence.

Established in 1975, IFFCO is a United Arab Emirates based international group, which manufactures and markets a well-integrated range of mass-market food products, related derivatives, intermediates and services. 

Our business is broadly segmented as:
• Impulse Foods • IFFCO Beauty • Agri Business • Oils & Fats • Packaging • Sales & Distribution

Supported by 80 operations in 40 countries, IFFCO has developed several brands, which include Allana, London Dairy, Igloo, Tiffany, Savannah, Noor, Rahma, Hayat, Allegro, Al Baker and Al Khazna. We offer unmatched value to our consumers, reaching markets across the Middle East, Africa, Europe, West Asia, Far East and the USA.

The core principles and pillars on which the IFFCO brand has been built are reflected in our vision statement: “THE PREFERRED PROVIDER OF SUSTAINABLE VALUE-ADDED PRODUCTS AND SERVICES FOR EVERYONE, EVERYWHERE & EVERY DAY.”

";http://www.iffco.com;+971 4 2150000;Services de restauration;10 001 employés et plus;Dubai, Dubai;1975;Manufacturing, Trading, Distribution, Beverages, Confectionery, Ice Cream, Chocolate, Oils & Fats, Personal Care, Flour, Packaging, Culinary, Biscuits, Pasta, Fresh Poultry & Eggs, Bakery Ingredients, Frozen Foods, Out of Home Products & Services, Industrial, Oleo Chemicals, Snacks, Wafers et Animal Nutrition;IFFCO Group;https://www.linkedin.com/company/164300/about/;1643IF
302;"L’histoire débute 1987 quand, dans un petit atelier d’une superficie d’à peine 50m2, Habib Mezghani et son équipe innovent en mettant au point une petite table qui doit servir de support aux postes de télévision. Le succès a été immédiat. Depuis, la société n’a cessé d’évoluer et de croître, en suivant une stratégie d’innovation continue.
Meubles Mezghani est désormais, une marque nationale certifiée conforme aux normes baptisées « bureaux, sécurité et confort » dans le secteur du bois et de l’ameublement, offrant toutes les solutions en termes de matières, de finition et de choix.
S’alignant sur les normes internationales de la pointe du design, de l’ergonomie et de l’optimisation des espaces, Meubles Mezghani a également obtenu la certification TUV Cert, attestant de la qualité de ses produits qui répondent à l’ensemble des exigences de sécurité lors du processus de fabrication.
Des chambres à coucher pour adultes, à celles des enfants et des adolescents, des bibliothèques aux meubles divers, des bureaux domestiques aux bureaux professionnels, tout le secret du succès des Meubles Mezghani réside dans sa capacité à adapter ses gammes de produits à tous les types de besoin.
Jouant la carte de la proximité, à côté de son showroom à Ksar Said, Meubles Mezghani a ouvert deux salles d’exposition à la Charguia I et la Soukra, étapes incontournables pour le consommateur qui désire procéder à des choix en parfaite connaissance du produit.";http://www.meublesmezghani.com/;70 660 650;Fabrication de mobilier et ameublement;51-200 employés;;1987;mobilier de bureau, mobilier domestique et agencement;Meubles Mezghani;https://www.linkedin.com/company/10655957/about/;1065Me
303;"Fournisseur à la base de systèmes et solutions de télécommunication, servant les opérateurs et les fournisseurs de services en Afrique et au Moyen Orient, OMNIACOM a décidé de se diversifier dans ses activités et d'étoffer son portefeuille de services pour mieux servir ses clients et partenaires. Parmi les nouvelles activités, l'IT, le WEB et l'univers du Multimédia en général constituent son nouveau cheval de bataille. Pour réussir ce pari, OMNIACOM s'est dotée d'une équipe d'ingénieurs hautement qualifiés ayant à leurs actifs des années d'expérience et des «success stories» leur permettant de relever les défis les plus audacieux.

En résumé, pour faire face à la mutation des marchés technologiques, OMNIACOM s'engage à proposer et à délivrer des solutions et des services au niveau d'excellence requis pour assurer la satisfaction de ses clients grâce à un système bien structuré et à un effort continu en terme de Recherche et Développement.";http://www.omniacom.com;;Services et conseil informatiques;51-200 employés;Ariana, Tunis;1999;Solutions Télécoms, Services Télécoms, IT, Web & Multimédia et Télémtrie & Sécurité;Omniacom;https://www.linkedin.com/company/2207237/about/;2207Om
304;ALCOR est un Bureau d’études et de Conseil indépendant spécialisé  dans le domaine du développement durable, intervenant en Tunisie et dans diverses régions du monde. En plus de ses ressources internes, ALCOR s’appuie sur un réseau international de compétences, constitué sur la base de partenariats stratégiques.;http://www.alcor.com.tn/;+00216 71 234 857;Fabrication de semi-conducteurs pour énergies renouvelables;11-50 employés;Ariana, tunis;2000;energie renouvelable, développement durable, planification énergétique, efficacité énergétique et changements climatiques;ALCOR-Développeur d'avenir durable;https://www.linkedin.com/company/18702653/about/;1870AL
305;"Créé en 2004, LOGIDAS est spécialisée dans la digitalisation des entreprises industrielles qui veulent automatiser leur système de gestion de la production.

LOGIDAS a pour mission d'intervenir dans les usines afin de créer un système de collecte des données de la production en temps réel, des tableaux de bord pour les managers et un système de pilotage qui régularise la circulation des flux matières.

LOGIDAS est centré sur les besoins des entreprises en mettant à leur disposition les meilleurs consultants techniques et fonctionnels qui les aident à optimiser la gestion de la chaîne logistique, les équipements industriels, les ressources humaines et les coûts de production.

Nous proposons une solution clé en main depuis la conception de l'architecture technique jusqu'au paramétrage, formation et assistance des utilisateurs.



";http://www.logidas.com;;Développement de logiciels;51-200 employés;;2004;;LOGIDAS;https://www.linkedin.com/company/5394878/about/;5394LO
306;"l’ENIT Junior Entreprise est la première junior entreprise en Tunisie implantée à l’ENIT ( ECOLE NATIONALE DES INGÉNIEURS DE TUNIS) depuis 1999.
Cette association est à but non lucratif, à vocation pédagogique et à caractère professionnel.";http://enitjuniorentreprise.tn;53308131;Organismes civiques et sociaux;51-200 employés;tunis, El manar;1999;;ENIT Junior Entreprise;https://www.linkedin.com/company/68603009/about/;6860EN
307;" BNA BANK : L’identité d’une banque universelle

Depuis sa création en 1959, la BNA figure en avant-garde sur la scène économique et financière, et n’a cessé de se confirmer sur la place financière non seulement comme une banque de financement de l’agriculture, mais aussi comme une banque universelle, citoyenne, moderne et davantage proche des Tunisiens.

Au cours de ses 60 ans d’existence, la BNA a su s’adapter aux différentes mutations et restructurations qu’a connues l’économie tunisienne et aux exigences de la modernisation et de la digitalisation du secteur bancaire.

Ce parcours, fort remarquable, n’a fait que consolider les fondamentaux de croissance équilibrée tout en garantissant à la BNA la notoriété et la compétitivité et, par conséquent, assurer un positionnement stratégique la rapprochant des normes internationales.

Riche de son expérience et de sa modernité, la BNA demeure un acteur incontournable de la réussite personnelle et professionnelle, particulière et nationale.";http://www.bna.tn/;;Services bancaires;5 001-10 000 employés;Tunis, Tunis;1959;;BNA - Banque Nationale Agricole;https://www.linkedin.com/company/34950344/about/;3495BN
308;"À propos :

Spacenet Tunisie incarne un des sites pionniers du commerce électronique en Tunisie spécialisé dans la vente en ligne de matériel informatique, électroménager et bureautique. Cette enseigne emblématique est issue du travail assidu et de la persévérance perpétuelle du Groupe Carrefour Informatique. 

En 2004, Le groupe Carrefour Informatique a semé sa première fleur, Spacenet Tunisie, qui est parvenu non seulement à se positionner efficacement sur le marché du e-commerce en Tunisie mais aussi à étendre sa présence géographique par la création de trois points de vente implantés dans trois zones en Tunisie à savoir  Ariana, Tunis et El Manzah 5. Ces magasins vous prodiguent tout ce que dont vous avez besoin en subvenant à toutes vos demandes en termes de produits, de configurations ou encore de montage.

Si vous êtes constamment à l’affût du meilleur site en matière de matériel informatique, bureautique ou encore électroménager, qui vous confèrera des produits de haute qualité et  à des prix incontournables, Spacenet vous procure une panoplie de produits diversifiés, conçus aussi bien pour les particuliers que pour les professionnels.

Rendez-vous dans nos points de vente et jouissez de plusieurs conseils avisés et incontestés de vrais experts. 

Choisir Spacenet Tunisie, c’est faire le choix de la qualité !

Notre mission :

Notre objectif prépondérant est de rendre accessible aux amateurs comme aux experts la technologie de l’information ainsi que les matériaux nécessaires à votre vie quotidienne par le biais d’une démarche de commercialisation aisée  et abordable.

En effet, cette philosophie consiste à nouer des liens de proximité et de confiance avec  les  particuliers et les entreprises qui sont constamment en quête d’un partenaire fiable et apte à tenir ses engagements sur le long terme. 

Spacenet  vous fournit maintes prestations éprouvées qui subviennent parfaitement à l’ensemble de vos besoins 
";https://www.spacenet.tn/;70 22 33 01;Fabrication de matériel informatique;11-50 employés;Tunis , Tunis;2004;;SpaceNet Tunisie ;https://www.linkedin.com/company/11417470/about/;1141Sp
309;"Rise Up est une société multi-services innovatrice, résultant de plusieurs années de professionnalisme et de savoir faire au service des professionnels et des particuliers au niveau national et international.
La flexibilité de notre entreprise touche des domaines multiples :
- Software Engineering & Business Solutions.
- Web Applications & Webmarketing.";http://www.riseup.com.tn;;Services et conseil informatiques;2-10 employés;;2017;Software Engineering, Web Applications, Business Solutions et Webmarketing;Rise.Up;https://www.linkedin.com/company/11079631/about/;1107Ri
310;"Enova Robotics is a company specialized in robot design and manufacturing through combined expertise in software, hardware and perception. With a multi-disciplinary approach, we offer a wide range of technical services to assist you at every stage of the development process for your robotic systems.
";http://enovarobotics.com/;;Services et conseil informatiques;11-50 employés;sousse, Sousse Corniche;2014;;Enova ROBOTICS;https://www.linkedin.com/company/18729217/about/;1872En
311;"General and Geographic Free Open Source Software (G²FOSS) est un club de logiciels libres qui exerce ses activités au sein de l'Ecole Nationale d'Ingénieurs de Tunis (ENIT). L'objectif du club est de promouvoir la culture et la philosophie du libre et de diffuser l'esprit de partage.

FB: https://www.facebook.com/G2FOSS
Site Web: http://www.g2foss.org
E-mail: enitg2fossclub@gmail.com";http://g2foss.org;;Services et conseil informatiques;51-200 employés;Manar, Tunis;2008;Open Source;G²FOSS ENIT;https://www.linkedin.com/company/9301760/about/;9301G²
312;"ENIT Aerospace est le nouveau nom du club d’aéromodélisme de l’ENIT crée en 1972 et relancé en 2011 par des étudiants de l’ENIT doués d’aéronautique et des technologies de l’espace. Le club ENIT AeroSpace a pour objectif de promouvoir l’aéromodélisme dans l’esprit des élèves ingénieurs, une discipline qui mélange la mécanique, l’électronique et l’informatique et peut être accessible au débutant tout en offrant un challenge pour les connaisseurs. Nos projets se concentrent donc principalement sur la conception et la réalisation de modèles RC(avion, hélicoptère, quadri copter, …)
Encadré par l’ingénieur et ancien fondateur du club Mr Fadhel Yakoub ,nous travaillons déjà sur plusieurs projets en cours et nous visons la participation dans plusieurs évènements à l’échelle de notre école ainsi qu’à l’échelle international.";http://enitaerospace.tn;;Fabrication de composants pour l’industrie aéronautique et aérospatiale;51-200 employés;;1972;;ENIT Aerospace;https://www.linkedin.com/company/14050501/about/;1405EN
313;Xtensus Tunisie est une société de développement Web, de Multimédia et d’exploitation de portails internet.  Elle offre un ensemble d’outil Web à ses clients dont un système de gestion électronique de documents (GED) et un système de gestion de contenu (CMS).  Son expertise se concentre sur le développement d’interfaces dynamiques, les systèmes sécurisés et intégrés, les plateformes modulaires, et les technologies avancées. Elle compte des clients de la Tunisie, du Canada et de la France.;http://www.xtensus.com;;Édition sur Internet;11-50 employés;Ariana, Ennkhilet;2001;Développement Web, Portail internet, Intranet, Extranet, Site Web, e-Commerce, Gestion de portails, CMS, GED, GMP : Gestion des Marchés Publics / Privés, GPR : Gestion de Parc Roulant et GBO : Gestion de Bureau d'Ordre;Xtensus;https://www.linkedin.com/company/485380/about/;4853Xt
314;;;;Bâtiment;11-50 employés;;;;BETA Engineering;https://www.linkedin.com/company/26651220/about/;2665BE
315;"Manipal Institute of Technology, also known as ManipalTech or M.I.T. Manipal is a privately funded school of engineering and technology located in Manipal, Karnataka, India. It was formerly known as Manipal Engineering College (MEC).

It is one of the constituent colleges that make up Manipal Academy of Higher Education (MAHE), (formerly, Manipal University), based in Manipal. It awards undergraduate,graduate and doctoral degrees in various fields of study to students from all over the world.

A sister concern of the institute, located in Sikkim, India, was established in 1995 under the ambit of Sikkim Manipal University. International engineering programs, operating out of the campus located in the city of Dubai, United Arab Emirates were established in 2008[";https://manipal.edu/mit.html;918202924027;Enseignement supérieur;1 001-5 000 employés;Manipal, Karnataka;1957;Higher Education (Technical);Manipal Institute of Technology;https://www.linkedin.com/company/577550/about/;5775Ma
316;"Folla Properties Tunisian Real Estate Developer is one of the companies of ""Soula Group""​ which composed of different companies in diverse domains. Its goal is to offer development with themes, especially tourist residences.
Our experience enable us to acquire a Know-How experience in real estate, explaining the growing success of our Tunisian property investment buildings, a strong reputation thanks to listening skills of our teams, who offer solutions tailored to your desires and your budget.
 
Our Qualities
﻿
Folla Properties, real estate developer, specializing in prestigious tourist residences in Tunisia, it:
Looks for all your needs to sale properties, to entertain your holiday, to spend your vacation...
Offers a work of exceptional qualities and totally satisfaction.
Applies the technology and the development of the work's methods.
Respects the environment and protects the well-being in all its projects in Tunisia.

Our Values
﻿
Expertise: Folla Properties owns a Know-How on all trades of real estate: accommodation, commercial sites and in many other fields. it gains this expertise by developing the talents of its collaborators and by collaboration with known partners.
​
Confidence: Folla Properties bases its relations on trust with its partners.
Humanity: Folla Properties, citizen company, keep attention to clients and their environments.
﻿";http://www.follaimmobiliere.com;;Immobilier locatif;201-500 employés;Monastir, Monastir;;;FOLLA IMMOBILIERE;https://www.linkedin.com/company/40663178/about/;4066FO
317;"cast iron foundry located in Tunisia Tunisie producing either grey: EN-GJL-150/200/250/300 or nodular: EN-GJS-400/500/600/700/800  in medium and large series, weight up to 400 kg, complex shapes needing assembled cores, sandblasted, deburred, painted and machined castings. 
Tunicast is tier one supplier of OEMs of agricultural machines, axles & transmission, reduction gears & compressors, off highway machines, industrial veicules, pumps & valves, wind & solar energy, railways.";http://www.tunicast.com.tn;;Exploitation minière;201-500 employés;MEGRINE RIADH, BEN AROUS;1965;automatic green sand molding, OEM parts, ASSEMBLED CORES, MACHINED CASTINGS, grey iron castings et nodular iron castings;TUNICAST FOUNDRY;https://www.linkedin.com/company/5086436/about/;5086TU
318;"SNIM (Société Nationale Industrielle et Minière) the national industrial and
mining company was founded in 1974 after the government of Mauritania
nationalized MIFERMA (Mines de Fer de Mauritanie) which in turn was created in
1952 to exploit the iron ore deposits in the region of Tiris Zemmour specifically near
Zouérate (in the Kedia d'Idjil).";http://www.snim.com/index.php;;Exploitation minière;1 001-5 000 employés;Nouadhibou, Dakhket Nouadhibou;1974;;SNIM (Société nationale industrielle et minière);https://www.linkedin.com/company/11264966/about/;1126SN
319;L’École Supérieure Polytechnique est un établissement sous la double tutelle du Ministère de la Défense Nationale et du Ministère en charge de l’Enseignement supérieur qui a vocation à former des cadres intermédiaires et des cadres supérieurs dans les domaines des sciences pour l’ingénieur. Elle est le résultat de la fusion de trois écoles d’ingénieurs avec cycle préparatoire  : l’École des Mines, l’École Supérieure Polytechnique de Nouakchott et l’École Nationale des travaux Publics d’Aleg.;http://www.esp.mr;;Enseignement supérieur;51-200 employés;Nouakchott, Nouakchott;2011;Electricite, Electronique, Electrotechnique et Automatique (3EA), Genie Mecanique, Genie Industriel, Mines, Petrole et Gaz, Genie Civil, Hydraulique et Environnement et Informatique, Reseaux et Telecommunications;Ecole Supérieure Polytechnique de Nouakchott;https://www.linkedin.com/company/64250490/about/;6425Ec
320;;;;Production de plastiques;;;;;Precimold Inc;https://www.linkedin.com/company/1591094/about/;1591Pr
321;"About Diwan International Engineering

Who We Are

We are a team of versed and dedicated engineers. We share our passion for German engineering and our imperturbable commitment to the MENA region.

Our Mission

Diwan is a dynamic international engineering company based in Germany and with an outstanding network of local partners in the MENA region. We provide solutions to complex challenges faced by industries in the MENA region.
We are committed to contributing to the development and maintenance of a powerful & competitive Arab industrial structure.

Our Strategy

We are absolutely convinced that the combination of outstanding quality and customer proximity is the most important differentiator in a global market.
We work together with the world's leading German technology providers to create solutions that most efficiently meet the specific needs and requirements of our customers.
We pursue a passionate & ambitious localization approach. Developing qualified local workforce is at the heart of our strategic approach.

Our Vision

Diwan's vision is to be the ""supplier of choice""​ of solutions to complex challenges in the MENA region. Thus, we want to contribute to improve the quality of life of the people in the region.

Heritage

West-Eastern Divan (published in 1819, expanded in 1827) is the most comprehensive collection of poems by Johann Wolfgang von Goethe. It was inspired by the works of the Persian poet Hafis. The work is considered the symbol of a stimulating exchange between Orient and Occident.
Approximately 200 years later, Diwan accepts this legacy ...!
Diwan has as second meaning ""office""​ in the Arabic language.";http://www.diwan-engineering.com;;Fabrication de machines industrielles;11-50 employés;Mannheim, Baden-Württemberg;2015;;Diwan International Engineering GmbH;https://www.linkedin.com/company/11713022/about/;1171Di
322;Université arabe des Sciences is a higher education company based out of Tunis, Tunisia.;http://www.uas.ens.tn/;(216)71335073;Enseignement supérieur;;;;;Université arabe des Sciences;https://www.linkedin.com/company/15101929/about/;1510Un
323;PLASTICUM Tunisie participe avec ses clients aux phases « conception » et « développement » des produits, ce qui permet de retenir des solutions techniques viables, compatibles avec les exigences de nos clients et les capabilités de nos procédés.;http://www.plasticumtunisie.com/;;Production de plastiques;201-500 employés;;;;Plasticum Tunisia;https://www.linkedin.com/company/11199129/about/;1119Pl
324;"Open Bee™ accompagne les entreprises dans leur transformation digitale afin de fluidifier et sécuriser les échanges d’information avec leur écosystème (clients, fournisseurs, partenaires et salariés). 

Nous proposons ainsi une gamme complète de solutions logicielles permettant de dématérialiser, archiver et partager l’ensemble des documents papier, bureautiques (emails, Word, Excel) et ceux issus de logiciels métiers. 

Ces dernières années nous avons particulièrement développé une expertise dans les domaines de la dématérialisation des factures fournisseurs et dans le déploiement clé en main de portails de la relation clients, hébergés au sein d’une infrastructure cloud hautement sécurisée.   
";https://www.openbee.com/;;Développement de logiciels;11-50 employés;;2008;Gestion Electronique de Documents (GED), Document Management Solutions (DMS), Dématérialisation, Capture de documents, coffre fort électronique, intelligence artificielle, virtual data room, extranet, intranet, application mobile et business process;Open Bee;https://www.linkedin.com/company/1025792/about/;1025Op
325;"Acteur essentiel dans l’édition de progiciels dans les domaines de la gestion des services informatiques, des services généraux et de la Qualité, le Groupe ISILOG-ISIWARE réunit aujourd’hui près de 100 collaborateurs entre Nantes et Paris. Fort de ses 25 ans d’expérience, le Groupe compte aujourd’hui plus de 950 clients et 83 000 utilisateurs en France et en Europe. 

Certifié ISO 9001 et ISO 20000-1, le Groupe ISILOG-ISIWARE satisfait l’exigence de qualité de ses clients et travaille à améliorer continuellement leur satisfaction. Disponibles en mode SaaS ou en mode Licence, ses solutions  IWS et NORMEA sont certifiées NF Logiciel, attestant ainsi la qualité et la conformité de leurs services. 

IWS est une solution web multiprocessus permettant la mise en œuvre aisée de  la gestion des incidents et des biens (toutes natures confondues). Dotée d'une bibliothèque de processus pré-paramétrés, lWS vous permet une implémentation rapide et modulaire de l’exhaustivité des processus ITIL (Asset & Service Management), des processus de gestion des appels SAV, de tickets, de réclamations et autres demandes.";http://www.isilog.fr;;Développement de logiciels;51-200 employés;;1992;ITSM, Projects Management, ITAM, ITIL, Helpdesk, GMAO, TICKETING, GESTION DE PARC et EDITEUR;ISILOG;https://www.linkedin.com/company/133040/about/;1330IS
326;"Aeronautic: expert in complex circular parts for aero engines, helicopter turbines, nacelles and gas turbines, in steel, stainless steel, Ni-base and Co-base alloys, titanium and aluminum. 
Certified by NADCAP® for special processes and by major aerospace OEM's

Automotive: We offer highly performing processes and services for design, production, and distribution of Engine and Transmission components such as Starter Ring Gears for Passenger Cars, for Trucks, for Marines and Industrial applications, and associated systems such as single mass flywheels for manual & automatic gearboxes, inertia and timing rings.
 
Rollix  is since 1969, expert in slewing ring for all applications, from 100mm to 6000mm diameter, with and without gear.
Visit our website for more information:  www.rollix.com
And order online your slewing rings: eshop.rollix.com

*************************************
Secteur Aéronautique : expert dans la fabrication de pièces circulaires complexes pour les moteurs d’avions, turbines d’hélicoptères, nacelles et turbines à gaz, en acier inoxydable, alliages base nickel, base cobalt, titane et aluminium. Defontaine est certifié par NADCAP® pour les procédés spéciaux et par les grands donneurs d'ordre aéronautiques

Secteur Automobile : DEFONTAINE offre à ses clients des processus et services hautement performants dans la conception, la fabrication et la distribution de Composants pour Moteurs et Transmissions tels que les Couronnes de démarreur pour application véhicules, camions, moteurs marins et industriels, et les systèmes associés tels que volant moteur massique pour boîtes manuelles et automatiques, anneaux d’inertie et détection.

Rollix est depuis 1969, le spécialiste de la couronne d'orientation de 100 mm à 6000 mm de diamètre, avec ou sans denture.
Visitez notre site Internet pour plus d’informations www.rollix.com
Nouveauté : commandez vos couronnes d’orientation en ligne eshop.rollix.com
";http://www.defontaine.com;;Fabrication de machines industrielles;1 001-5 000 employés;La Bruffière, vendée;1946;Slewing rings manufacturer, Fabriquant de couronnes d'orientations, FLASH BUTT WELDED RINGS, ANNEAUX ROULES SOUDES PAR ETINCELAGE, RINGS & CASINGS FOR AERO ENGINES, starter ring gears and flywheels et couronnes de démarreurs et de volants moteurs;Defontaine Rollix;https://www.linkedin.com/company/17965940/about/;1796De
327;"Since 2005, ALPHA ENGINEERING & TECHNOLOGIES has positioned itself as one of the leading the World Wide Market in engineering and present in many countries such as : Tunisia, Morocco, Algeria, Libya, Egypt, Mauritania, Ivory Coast, Gabon, Togo, Mali, Burkina Faso, Niger, UAE, Qatar, France, Canada, … 

Our scope of work : 
        - Aerospace Mechanical Engineering & Design 
        - Third Party Maintenance, Managed Services, Outsourcing & Support 
        - Integration on Open Source & Third-Party Software Solutions
        - Cloud Computing Service Broker 
        - Cloud Computing Managed Services 
        - Telecommunication & IT Equipments Integration
        - Telecommunication & IT Equipments Engineering 
        - Telecommunication & IT Equipments Manufacturing 

Alpha Engineering is ISO 9001 v2008 Certified Company.";http://www.alpha-engineering.net;;Services d’information;201-500 employés;Megrine, Ben Arous;2005;ITIL, Hardening & IT & Telco infrastructure, Cloud Computing, NOC, SOC, Security Provider, OSS & Monitoring, SIMS, SIEM & USM, Spring Source, Linux, Unix, Virtualization, Alienvault, Zimbra, CloudStack, Open Stack, Catia et Aerospace Mechanical Eng. & Design;Alpha Engineering & Technologies;https://www.linkedin.com/company/203649/about/;2036Al
328;"Welcome to STELIA Aerospace!
As of January 1st 2022, STELIA Aerospace is the Airbus Atlantic brand dedicated to Cabin Interior activity. Airbus Atlantic is the world number two for aerostructures, number one for pilot seats and ranks in the top three for Premium passenger seats (https://www.linkedin.com/showcase/airbus-atlantic/).

Our teams bring you a world of in-flight comfort and luxury. Our unique collection of STELIA Aerospace passenger seats is designed with high-grade materials and an unmistakable French touch.

For more information, join us on:
Twitter: https://twitter.com/steliaaerospace
Youtube: https://www.youtube.com/channel/UCKlG60p2bvV2GHos6pFroBg
Internet web site: http://www.stelia-aerospace.com/";https://www.stelia-aerospace.com/en/;;Fabrication de composants pour l’industrie aéronautique et aérospatiale;10 001 employés et plus;;2015;Services et passenger seats;STELIA Aerospace;https://www.linkedin.com/company/543774/about/;5437ST
329;SERS INGENIERIE;;;Génie civil;11-50 employés;BEN AROUS, BOUMHAL BASATIN;2016;Génie civil, Management de projet, Conception de projet,, Réalisation de projet, Infrastructutres de transport, et Infrastructures hydrauliques, Energie et nucléaire et Ouvrages fonctionnels;SERS INGENIERIE;https://www.linkedin.com/company/18800664/about/;1880SE
330;"Queen cassiopeia assiste les secouristes des hautes montagnes dans leurs missions de sauvetage en leur donnant les informations nécessaires le plus rapidement possible et en
apportant de soins à la victime grâce à des drones intelligents . ";http://www.queencassiopeia.com;0760386500;Fabrication de composants pour l’industrie aéronautique et aérospatiale;0-1 employés;Maison Laffite, Nanterre;2019;;Queen cassiopeia;https://www.linkedin.com/company/28481717/about/;2848Qu
331;DidaMind propose EnergySave, une solution de supervision électrique et de monitoring énergétique permettant la maîtrise de l’énergie, la performance industrielle et l'efficacité de la maintenance.;https://www.didamind.com;;Services et conseil informatiques;2-10 employés;;2020;;DidaMind;https://www.linkedin.com/company/67227980/about/;6722Di
332;"Créé en 1985 par Mohamed TRIKI, ARABSOFT s’est spécialisée dans l’étude, le développement et la distribution de solutions de gestion notamment pour le secteur public. 
Forte d’une expérience de plus d’une trentaine d’années, dans l’édition de solutions standards et spécifiques, au profit de clients opérant dans des secteurs vitaux tels que l’énergie, l’eau, la fiscalité, les finances, l’industrie chimique, l’hôtellerie, etc., ARABSOFT a pu éprouver et affiner une méthodologie de gestion des projets fiable et efficace.
ARABSOFT a travaillé avec des experts reconnus dans tous les secteurs

En tant que firme certifié ISO 9001 version 2008, ARABSOFT a construit une relation de confiance avec ses clients, en les accompagnant dans toutes les étapes de leurs projets avec un souci constant de qualité. Deux Plans Qualité Projet (PQP) distincts ont été mis en place pour répondre aux exigences de nos clients.";http://www.arabsoft.com.tn/;+216 71 951 248;Développement de logiciels;51-200 employés;Tunis, Tunis;1985;;ArabSoft;https://www.linkedin.com/company/69681125/about/;6968Ar
333;"IT Academy is a Romanian Accredited Training Organisation ATO for ITIL®, PRINCE2®, M_o_R®, MoP®, P3O®, AGILE Project Management and ISO20000, which provides education services in Romania and arround Eastern Europe. ITAcademy can provide next services to you:

- Train your team members in various competences in becoming professionals in Project Managers PRINCE2 and PMP certified, Portfolio Managers MoP certified, Programme Managers MSP certified, Risk Managers M_o_R certified, P3O Certified
- Train your team members in various competences of IT Service Management, ITIL Experts certified, Foundation lifecycle and Capabilities.
- Train your team members in various competences in becoming professionals in Agile Project Management
- Train your team members in becoming IT Governace professionals, CobiT Foundation certified
- Train your team members as ISO27K, ISO20K, ISO22301 Lead Auditors and Implementers with PECB
- Train your team members in CISSP
- Train your team members in OBASHI methodology.";http://www.itacademy.ro;+40 21 4106000;Formation aux compétences professionnelles;11-50 employés;Bucharest, Sector 5;2000;IT Service Management ITIL, Project Management PRINCE2, PMP, IT Governance CobiT, Management of Risk M_o_R, IT Security CISSP, Programme Management MSP, Management of Portfolio MoP, Agile Project Management, Business Continuity ISO22301 et Support Office P3O;ITAcademy;https://www.linkedin.com/company/394860/about/;3948IT
334;L’ENSIT est un établissement public à caractère administratif qui accueille des élèves ingénieurs, des mastériens et des doctorants dans des spécialités variées et pointées vers des métiers innovants. La richesse de son potentiel humain et l’installation d’une longue tradition universitaire offrent à tous les acteurs –enseignants et staff administratif– la sérénité idoine pour accomplir sa mission et améliorer son positionnement national et international. A cet effet il est bien établit aujourd’hui que la gouvernance de l’établissement, la formation ainsi que toutes les activités connexes sont devenues un ensemble de processus qu’il faut gérer selon les normes de l’assurance qualité.;http://www.ensit.tn/;;Services de recherche;501-1 000 employés;TUNIS, Montfleury;2011;;ensit;https://www.linkedin.com/company/11059323/about/;1105en
335;"Créée en 2008, Talan Tunisie est le centre de développement « Nearshore » du groupe Talan, regroupant à ce jour plus de 500 ingénieurs de développement nouvelles technologies, plus particulièrement autour des technologies Java J2EE, Open Source, issus des plus grandes écoles d’ingénieurs tunisiennes et européennes, et travaillant pour les plus grands clients européens. 

En huit ans, nous avons acquis un savoir faire spécifique dans la mise en œuvre de projets au forfait en mode Nearshore et de centres délocalisés de services  pour le compte de plusieurs clients grand-compte en France, mais aussi pour des éditeurs en forte croissance qui souhaitent bénéficier des avantages que peut offrir un centre de développement Nearshore en Tunisie (baisse des coûts de production, proximité géographique et culturelle,  maîtrise du français, ressources humaines de qualité et en profusion, flexibilité), tout en en minimisant les risques.

Notre offre a ainsi permis aux entreprises qui nous ont fait confiance d’accélérer la mise en opération de leurs projets, d’en réduire les coûts tout en les soulageant des contraintes du ""sourcing""​ et de la gestion des ressources humaines.";http://www.talan.tn;;Services et conseil informatiques;201-500 employés;;;ingénierie informatique;Talan Tunisie;https://www.linkedin.com/company/3101495/about/;3101Ta
336;EPAC means the content you need - when and where you need it. We set out to change all the things people take as given about printing and logistics – the long lead times, large quantities, poorly managed print files, expensive freight, excess inventory, and erratic supply. EPAC develops revolutionary technologies for supply chain management and electronic distribution by investing massively in research and development and by working with the most passionate and innovative people in the world. We change the rules in the markets we serve, worldwide.;http://www.epac.com;;Production audiovisuelle;201-500 employés;San Leandro, CA;1999;Engineering, Supply Chain, Global Content Management, Electronic Distribution, Publishing, Robotics et Automation;EPAC Technologies;https://www.linkedin.com/company/110015/about/;1100EP
